time	V(vout)
Step Information: Run=0  (Run: 1/8)
6.838734000501628e+000	3.288564e+000
6.838734283077038e+000	3.286258e+000
6.838734518417070e+000	3.283120e+000
6.838734733885541e+000	3.278263e+000
6.838734915761549e+000	3.271090e+000
6.838735069144505e+000	3.260338e+000
6.838735200387635e+000	3.243986e+000
6.838735323804762e+000	3.216238e+000
6.838735461487882e+000	3.163103e+000
6.838735587006585e+000	3.084586e+000
6.838735748798662e+000	2.939604e+000
6.838735935632297e+000	2.732658e+000
6.838736166977572e+000	2.449463e+000
6.838736411809666e+000	2.139726e+000
6.838736852168996e+000	1.578927e+000
6.838737732887655e+000	4.704904e-001
6.838738059252947e+000	7.732889e-002
6.838738073184597e+000	6.341025e-002
6.838738101047902e+000	4.239526e-002
6.838738131185032e+000	2.576931e-002
6.838738167047787e+000	1.311683e-002
6.838738179308795e+000	1.050682e-002
6.838738196269283e+000	8.354772e-003
6.838738216208707e+000	6.617238e-003
6.838738241544451e+000	5.159419e-003
6.838738265577955e+000	4.268893e-003
6.838738303092530e+000	3.395575e-003
6.838738340207442e+000	2.852765e-003
6.838738401020517e+000	2.321797e-003
6.838738464910762e+000	1.988174e-003
6.838738573811369e+000	1.668592e-003
6.838738695539274e+000	1.467372e-003
6.838738911720395e+000	1.280494e-003
6.838739169954568e+000	1.163793e-003
6.838739662278140e+000	1.061619e-003
6.838740521595049e+000	9.847054e-004
6.838742240228868e+000	9.293125e-004
6.838745677496505e+000	8.947019e-004
6.838752552031778e+000	8.771407e-004
6.838766301102329e+000	8.707367e-004
6.895054995932910e+000	8.690582e-004
6.935054995932909e+000	8.686176e-004
6.975054995932908e+000	8.682132e-004
7.015054995932907e+000	8.678448e-004
7.055054995932906e+000	8.675121e-004
7.095054995932905e+000	8.672261e-004
7.135054995932904e+000	8.670499e-004
7.175054995932904e+000	8.672622e-004
7.215054995932903e+000	8.689460e-004
7.255054995932902e+000	8.795558e-004
7.295054995932901e+000	9.102443e-004
7.303804995932900e+000	9.539898e-004
7.305992495932898e+000	1.000956e-003
7.306617495932898e+000	1.049346e-003
7.307867495932896e+000	1.342600e-003
7.308179995932896e+000	1.589399e-003
7.308189761557895e+000	1.609743e-003
7.308209292807895e+000	1.684873e-003
7.308248355307896e+000	1.903626e-003
7.308258120932894e+000	2.006463e-003
7.308277652182895e+000	2.341318e-003
7.308282534995396e+000	2.501782e-003
7.308292300620394e+000	3.026635e-003
7.308294404905251e+000	3.235841e-003
7.308298613474960e+000	3.893506e-003
7.308299513344384e+000	4.119912e-003
7.308301313083231e+000	4.771877e-003
7.308301763017944e+000	5.001680e-003
7.308302662887368e+000	5.674534e-003
7.308303608183884e+000	6.703635e-003
7.308304204890892e+000	7.736539e-003
7.308304722256519e+000	9.147598e-003
7.308305077515197e+000	1.068444e-002
7.308305401857830e+000	1.292725e-002
7.308305662463294e+000	1.585403e-002
7.308305877063145e+000	1.986035e-002
7.308306055841527e+000	2.549063e-002
7.308306209046044e+000	3.374671e-002
7.308306344750658e+000	4.640755e-002
7.308306470332759e+000	6.686468e-002
7.308306593872565e+000	1.021082e-001
7.308306726491146e+000	1.653446e-001
7.308306860748527e+000	2.647389e-001
7.308307047578754e+000	4.512285e-001
7.308307243907496e+000	6.805948e-001
7.308307474451102e+000	9.684974e-001
7.308307772794954e+000	1.347902e+000
7.308308363499140e+000	2.101183e+000
7.308308818095597e+000	2.677367e+000
7.308309081945591e+000	3.004175e+000
7.308309229566120e+000	3.174549e+000
7.308309309583599e+000	3.255481e+000
7.308309314456537e+000	3.258895e+000
7.308309324202412e+000	3.264972e+000
7.308309343694166e+000	3.274581e+000
7.308309373868802e+000	3.285016e+000
7.308309394439394e+000	3.289547e+000
7.308309409479239e+000	3.291591e+000
7.308309428012962e+000	3.293288e+000
7.308309446882220e+000	3.294461e+000
7.308309471512693e+000	3.295483e+000
7.308309502189204e+000	3.296312e+000
7.308309544049777e+000	3.297023e+000
7.308309589590245e+000	3.297496e+000
7.308309660523388e+000	3.297931e+000
7.308309741348531e+000	3.298221e+000
7.308309872981980e+000	3.298482e+000
7.308310031704931e+000	3.298655e+000
7.308310303233402e+000	3.298806e+000
7.308310651652754e+000	3.298905e+000
7.308311306991708e+000	3.298987e+000
7.308312518956008e+000	3.299049e+000
7.308314942884611e+000	3.299092e+000
7.308329486456216e+000	3.299128e+000
7.308348877885024e+000	3.299131e+000
7.328166918127707e+000	3.299130e+000
7.348023741228005e+000	3.299131e+000
7.387737387428604e+000	3.299131e+000
7.427737387428604e+000	3.299132e+000
7.467737387428603e+000	3.299132e+000
7.507737387428602e+000	3.299132e+000
7.547737387428601e+000	3.299133e+000
7.587737387428600e+000	3.299133e+000
7.667737387428598e+000	3.299132e+000
7.707737387428598e+000	3.299128e+000
7.747737387428597e+000	3.299117e+000
7.763674887428596e+000	3.299098e+000
7.772424887428596e+000	3.299056e+000
7.775137699584349e+000	3.299011e+000
7.775589834943641e+000	3.298996e+000
7.776494105662227e+000	3.298949e+000
7.776720173341872e+000	3.298928e+000
7.777172308701164e+000	3.298863e+000
7.777285342540989e+000	3.298836e+000
7.777511410220633e+000	3.298753e+000
7.777567927140545e+000	3.298719e+000
7.777680960980369e+000	3.298623e+000
7.777709219440325e+000	3.298586e+000
7.777765736360237e+000	3.298479e+000
7.777779865590215e+000	3.298440e+000
7.777808124050171e+000	3.298275e+000
7.777864640970083e+000	3.297717e+000
7.777866407123831e+000	3.297680e+000
7.777869939431326e+000	3.297558e+000
7.777877004046314e+000	3.297252e+000
7.777878562322414e+000	3.297159e+000
7.777881678874611e+000	3.296839e+000
7.777887911979008e+000	3.295833e+000
7.777888678018265e+000	3.295584e+000
7.777890251869707e+000	3.294832e+000
7.777890502507276e+000	3.294659e+000
7.777890836690702e+000	3.294383e+000
7.777891505057553e+000	3.293632e+000
7.777892384817818e+000	3.292149e+000
7.777892900951741e+000	3.290731e+000
7.777893251633952e+000	3.289142e+000
7.777893565490636e+000	3.286879e+000
7.777893813617112e+000	3.283993e+000
7.777894022603409e+000	3.279938e+000
7.777894209659738e+000	3.273728e+000
7.777894369461219e+000	3.264408e+000
7.777894508197470e+000	3.250045e+000
7.777894633479416e+000	3.227062e+000
7.777894757082805e+000	3.187515e+000
7.777894888553394e+000	3.118152e+000
7.777895028909626e+000	3.005638e+000
7.777895243025018e+000	2.780237e+000
7.777895488051474e+000	2.486260e+000
7.777895721993986e+000	2.191371e+000
7.777896102561979e+000	1.706410e+000
7.777896863697968e+000	7.388455e-001
7.777897206902267e+000	3.079845e-001
7.777897269450030e+000	2.330592e-001
7.777897394545551e+000	9.507588e-002
7.777897447017075e+000	4.699020e-002
7.777897478656485e+000	2.771062e-002
7.777897520064215e+000	1.293056e-002
7.777897535735281e+000	9.713978e-003
7.777897552713519e+000	7.769152e-003
7.777897573412961e+000	6.172510e-003
7.777897598258374e+000	4.903779e-003
7.777897625157255e+000	4.021005e-003
7.777897662978305e+000	3.239062e-003
7.777897704221076e+000	2.708884e-003
7.777897766764081e+000	2.228432e-003
7.777897838244513e+000	1.903461e-003
7.777897951636628e+000	1.613837e-003
7.777898088984323e+000	1.418673e-003
7.777898317183453e+000	1.249243e-003
7.777898611319987e+000	1.136580e-003
7.777899128267215e+000	1.043828e-003
7.777899970986603e+000	9.771163e-004
7.777901656425378e+000	9.270697e-004
7.777905027302928e+000	8.943552e-004
7.777911769058026e+000	8.772010e-004
7.777925252568224e+000	8.707850e-004
7.833126743316164e+000	8.690711e-004
7.873126743316163e+000	8.686294e-004
7.913126743316163e+000	8.682238e-004
7.953126743316162e+000	8.678545e-004
7.993126743316161e+000	8.675208e-004
8.033126743316160e+000	8.672331e-004
8.073126743316159e+000	8.670519e-004
8.113126743316158e+000	8.672455e-004
8.153126743316157e+000	8.688562e-004
8.193126743316157e+000	8.787372e-004
8.233126743316156e+000	9.067427e-004
8.239376743316154e+000	9.236396e-004
8.241876743316155e+000	9.719996e-004
8.246876743316154e+000	1.186085e-003
8.247032993316154e+000	1.249841e-003
8.247345493316153e+000	1.530162e-003
8.247355258941152e+000	1.549014e-003
8.247374790191152e+000	1.617824e-003
8.247413852691153e+000	1.806840e-003
8.247423618316152e+000	1.885859e-003
8.247443149566152e+000	2.123207e-003
8.247448032378653e+000	2.217185e-003
8.247457798003651e+000	2.487865e-003
8.247460239409900e+000	2.586970e-003
8.247465122222401e+000	2.902634e-003
8.247470675916539e+000	3.433304e-003
8.247471988619996e+000	3.650352e-003
8.247474713213741e+000	4.293849e-003
8.247475453808736e+000	4.586476e-003
8.247476300203015e+000	5.096475e-003
8.247477992991577e+000	6.698590e-003
8.247478756925300e+000	7.838771e-003
8.247478877314631e+000	8.113492e-003
8.247479118093292e+000	8.903110e-003
8.247479599650614e+000	1.127736e-002
8.247480000409610e+000	1.467797e-002
8.247480272644960e+000	1.889153e-002
8.247480465690426e+000	2.422491e-002
8.247480620721635e+000	3.165929e-002
8.247480756897012e+000	4.290456e-002
8.247480883016781e+000	6.095310e-002
8.247481005934183e+000	9.193326e-002
8.247481140200069e+000	1.491996e-001
8.247481270092393e+000	2.371455e-001
8.247481439321071e+000	3.966264e-001
8.247481625735123e+000	6.083285e-001
8.247481852991044e+000	8.890857e-001
8.247482115671044e+000	1.222190e+000
8.247482603908679e+000	1.842624e+000
8.247483580383946e+000	3.033031e+000
8.247483836477318e+000	3.289784e+000
8.247483837495533e+000	3.290098e+000
8.247483838853157e+000	3.290297e+000
8.247483843356552e+000	3.290887e+000
8.247483848638112e+000	3.291493e+000
8.247483859201235e+000	3.292490e+000
8.247483880327479e+000	3.293986e+000
8.247483903919452e+000	3.295140e+000
8.247483934593589e+000	3.296103e+000
8.247483969090588e+000	3.296788e+000
8.247484016303840e+000	3.297364e+000
8.247484073919718e+000	3.297788e+000
8.247484155371513e+000	3.298138e+000
8.247484260898286e+000	3.298396e+000
8.247484416918763e+000	3.298604e+000
8.247484631169300e+000	3.298756e+000
8.247484965126187e+000	3.298876e+000
8.247485452638223e+000	3.298961e+000
8.247486262132618e+000	3.299025e+000
8.247487523975490e+000	3.299068e+000
8.247490047661234e+000	3.299099e+000
8.247495095032722e+000	3.299119e+000
8.247505189775701e+000	3.299128e+000
8.247525379261656e+000	3.299131e+000
8.268159033908802e+000	3.299130e+000
8.288833067527861e+000	3.299131e+000
8.328833067527860e+000	3.299131e+000
8.368833067527859e+000	3.299132e+000
8.408833067527858e+000	3.299132e+000
8.448833067527858e+000	3.299132e+000
8.488833067527857e+000	3.299133e+000
8.528833067527856e+000	3.299133e+000
8.608833067527854e+000	3.299132e+000
8.693833067527852e+000	3.299111e+000
8.706020567527851e+000	3.299089e+000
8.708520567527852e+000	3.299075e+000
8.713520567527851e+000	3.299024e+000
8.715083067527850e+000	3.298985e+000
8.715864317527849e+000	3.298934e+000
8.716176817527849e+000	3.298873e+000
8.716801817527848e+000	3.298569e+000
8.716958067527848e+000	3.298285e+000
8.716997130027849e+000	3.298090e+000
8.717006895652848e+000	3.297989e+000
8.717026426902848e+000	3.297673e+000
8.717031309715349e+000	3.297522e+000
8.717041075340347e+000	3.297027e+000
8.717043516746596e+000	3.296788e+000
8.717048399559097e+000	3.296017e+000
8.717049493081571e+000	3.295693e+000
8.717051680126524e+000	3.294658e+000
8.717052059784333e+000	3.294378e+000
8.717052819099951e+000	3.293552e+000
8.717053453665674e+000	3.292557e+000
8.717053984900403e+000	3.291271e+000
8.717054374099842e+000	3.289790e+000
8.717054709934910e+000	3.287766e+000
8.717054978888310e+000	3.285165e+000
8.717055202367956e+000	3.281580e+000
8.717055403201719e+000	3.276086e+000
8.717055573233509e+000	3.267922e+000
8.717055718601607e+000	3.255523e+000
8.717055846330588e+000	3.236195e+000
8.717055969184710e+000	3.203162e+000
8.717056103101342e+000	3.142546e+000
8.717056233063055e+000	3.050160e+000
8.717056414667713e+000	2.873542e+000
8.717056604675022e+000	2.654416e+000
8.717056835688041e+000	2.367196e+000
8.717057114281104e+000	2.013324e+000
8.717057657478797e+000	1.321548e+000
8.717058387496003e+000	4.093884e-001
8.717058691179840e+000	5.058116e-002
8.717058691848617e+000	5.000267e-002
8.717058698090543e+000	4.527382e-002
8.717058705224172e+000	4.034519e-002
8.717058719491430e+000	3.204586e-002
8.717058748025949e+000	1.937181e-002
8.717058766398271e+000	1.372497e-002
8.717058782530209e+000	1.058800e-002
8.717058800560114e+000	8.258433e-003
8.717058821217162e+000	6.478167e-003
8.717058843570236e+000	5.209841e-003
8.717058870461319e+000	4.223122e-003
8.717058904330710e+000	3.431284e-003
8.717058945863187e+000	2.826139e-003
8.717058999492767e+000	2.352428e-003
8.717059071360698e+000	1.976696e-003
8.717059167027937e+000	1.689484e-003
8.717059302639580e+000	1.463622e-003
8.717059492585197e+000	1.293784e-003
8.717059777433068e+000	1.162842e-003
8.717060199952197e+000	1.066940e-003
8.717060874409835e+000	9.954997e-004
8.717061941804094e+000	9.456465e-004
8.717063777537650e+000	9.108691e-004
8.717073132473864e+000	8.763686e-004
8.717085605722151e+000	8.706393e-004
8.768151084203435e+000	8.691213e-004
8.808151084203434e+000	8.686752e-004
8.848151084203433e+000	8.682653e-004
8.888151084203432e+000	8.678922e-004
8.928151084203432e+000	8.675546e-004
8.968151084203431e+000	8.672609e-004
9.008151084203430e+000	8.670622e-004
9.048151084203429e+000	8.671898e-004
9.088151084203428e+000	8.685490e-004
9.128151084203427e+000	8.762864e-004
9.168776084203426e+000	8.948723e-004
9.178776084203424e+000	9.253268e-004
9.181276084203425e+000	9.951537e-004
9.186276084203424e+000	1.368730e-003
9.186432334203424e+000	1.475862e-003
9.186471396703425e+000	1.579130e-003
9.186549521703427e+000	1.991218e-003
9.186564155071956e+000	2.153969e-003
9.186567813414087e+000	2.225385e-003
9.186575130098351e+000	2.514040e-003
9.186589763466881e+000	3.512050e-003
9.186591275933807e+000	3.764464e-003
9.186594300867657e+000	4.622129e-003
9.186594766846199e+000	4.824092e-003
9.186595698803277e+000	5.449856e-003
9.186596800721354e+000	6.534770e-003
9.186597427700971e+000	7.530979e-003
9.186597972482375e+000	8.898593e-003
9.186598325710744e+000	1.030998e-002
9.186598675478873e+000	1.256486e-002
9.186598958757930e+000	1.555736e-002
9.186599180172980e+000	1.949242e-002
9.186599361549714e+000	2.496079e-002
9.186599515835013e+000	3.291573e-002
9.186599652339744e+000	4.507783e-002
9.186599778372031e+000	6.465506e-002
9.186599901687270e+000	9.830109e-002
9.186600034887718e+000	1.593433e-001
9.186600167399021e+000	2.543945e-001
9.186600346961772e+000	4.299857e-001
9.186600536734737e+000	6.494501e-001
9.186600766001813e+000	9.346691e-001
9.186601047881709e+000	1.292768e+000
9.186601594801569e+000	1.989515e+000
9.186602280225841e+000	2.851092e+000
9.186602574797110e+000	3.189104e+000
9.186602682489980e+000	3.276786e+000
9.186602717524078e+000	3.289893e+000
9.186602735350675e+000	3.292266e+000
9.186602758665913e+000	3.294068e+000
9.186602779879067e+000	3.295132e+000
9.186602805059110e+000	3.295951e+000
9.186602840581220e+000	3.296694e+000
9.186602888228844e+000	3.297317e+000
9.186602940341594e+000	3.297727e+000
9.186603024321169e+000	3.298111e+000
9.186603119124243e+000	3.298361e+000
9.186603280167656e+000	3.298590e+000
9.186603471525434e+000	3.298737e+000
9.186603815057531e+000	3.298867e+000
9.186604308807496e+000	3.298956e+000
9.186605296307423e+000	3.299027e+000
9.186607271307281e+000	3.299079e+000
9.186619121306421e+000	3.299125e+000
9.186634921305277e+000	3.299130e+000
9.218961718963016e+000	3.299131e+000
9.251320116618462e+000	3.299131e+000
9.291320116618461e+000	3.299131e+000
9.331320116618461e+000	3.299132e+000
9.371320116618460e+000	3.299132e+000
9.411320116618459e+000	3.299133e+000
9.451320116618458e+000	3.299133e+000
9.491320116618457e+000	3.299133e+000
9.571320116618455e+000	3.299130e+000
9.611320116618455e+000	3.299107e+000
9.651320116618454e+000	3.299044e+000
9.651945116618453e+000	3.299039e+000
9.653195116618452e+000	3.298987e+000
9.655695116618453e+000	3.298767e+000
9.655773241618455e+000	3.298738e+000
9.655929491618455e+000	3.298618e+000
9.655968554118456e+000	3.298560e+000
9.656046679118457e+000	3.298375e+000
9.656066210368458e+000	3.298283e+000
9.656105272868459e+000	3.297953e+000
9.656115038493457e+000	3.297718e+000
9.656134569743458e+000	3.296849e+000
9.656135430860644e+000	3.296772e+000
9.656137153095017e+000	3.296502e+000
9.656140597563763e+000	3.295781e+000
9.656140947991350e+000	3.295674e+000
9.656141648846528e+000	3.295364e+000
9.656143050556882e+000	3.294432e+000
9.656144502389804e+000	3.292967e+000
9.656144661025515e+000	3.292704e+000
9.656144978296940e+000	3.291950e+000
9.656145390867664e+000	3.290565e+000
9.656145881993496e+000	3.287846e+000
9.656146242057059e+000	3.284268e+000
9.656146480940887e+000	3.279869e+000
9.656146674192119e+000	3.273458e+000
9.656146831620543e+000	3.264213e+000
9.656146965504494e+000	3.250345e+000
9.656147089187105e+000	3.227860e+000
9.656147212163038e+000	3.188956e+000
9.656147343290613e+000	3.120579e+000
9.656147480061510e+000	3.011875e+000
9.656147696374326e+000	2.785299e+000
9.656147941842935e+000	2.491506e+000
9.656148176268570e+000	2.196141e+000
9.656148550592860e+000	1.719138e+000
9.656149299241442e+000	7.670194e-001
9.656149642858274e+000	3.352948e-001
9.656149728762483e+000	2.326102e-001
9.656149869298847e+000	8.037373e-002
9.656149921173185e+000	3.633525e-002
9.656149950188748e+000	2.147093e-002
9.656149987380520e+000	1.099043e-002
9.656150000801851e+000	8.788850e-003
9.656150019752754e+000	6.986636e-003
9.656150040793740e+000	5.627406e-003
9.656150068622505e+000	4.453089e-003
9.656150096883621e+000	3.690096e-003
9.656150140322275e+000	2.962385e-003
9.656150184960982e+000	2.501031e-003
9.656150258148074e+000	2.057504e-003
9.656150337603140e+000	1.775299e-003
9.656150473284441e+000	1.510414e-003
9.656150630176615e+000	1.342008e-003
9.656150910380674e+000	1.189548e-003
9.656151270741173e+000	1.091541e-003
9.656151991462174e+000	1.007678e-003
9.656153390824908e+000	9.441401e-004
9.656156189550380e+000	9.031366e-004
9.656161787001320e+000	8.809515e-004
9.656172981903200e+000	8.718353e-004
9.656195371706964e+000	8.697591e-004
9.702004910205300e+000	8.691843e-004
9.742004910205299e+000	8.687331e-004
9.782004910205298e+000	8.683178e-004
9.822004910205298e+000	8.679398e-004
9.862004910205297e+000	8.675974e-004
9.902004910205296e+000	8.672967e-004
9.942004910205295e+000	8.670788e-004
9.982004910205294e+000	8.670209e-004
1.000000000000000e+001	8.670306e-004
Step Information: Run=2  (Run: 3/8)
0.000000000000000e+000	8.687418e-004
4.999999999999005e-003	8.715767e-004
1.500000000000057e-002	8.834550e-004
3.500000000000014e-002	1.656649e-002
3.512580749458394e-002	1.951725e-002
3.537742248374798e-002	2.489307e-002
3.546505731247152e-002	2.449132e-002
3.552775988410772e-002	2.454100e-002
3.555362026719067e-002	2.356893e-002
3.556486275166648e-002	1.359658e-002
3.557172510545570e-002	3.030029e-003
3.557392791211456e-002	1.398011e-003
3.557575645293554e-002	1.266969e-003
3.557779796686234e-002	1.186914e-003
3.558188099471593e-002	1.101230e-003
3.559004705042312e-002	1.022358e-003
3.560637916183751e-002	9.662574e-004
3.563904338466628e-002	9.376853e-004
3.661897006950454e-002	9.379315e-004
3.766422519999679e-002	9.533791e-004
3.975473546098485e-002	1.000078e-003
4.027736302623097e-002	1.026129e-003
4.132261815672322e-002	1.125241e-003
4.158393193934629e-002	1.171332e-003
4.164926038500383e-002	1.191159e-003
4.177991727631536e-002	1.273889e-003
4.204123105893842e-002	1.684561e-003
4.210655950459596e-002	2.048986e-003
4.212289161601035e-002	2.280779e-003
4.212697464386395e-002	2.388544e-003
4.213514069957114e-002	2.692144e-003
4.213718221349794e-002	2.804532e-003
4.214126524135153e-002	3.110150e-003
4.214228599831316e-002	3.211515e-003
4.214432751223995e-002	3.538343e-003
4.214841054009355e-002	4.486066e-003
4.214894690800364e-002	4.692432e-003
4.215001964382381e-002	5.341676e-003
4.215103187833336e-002	6.172723e-003
4.215128493695985e-002	6.472736e-003
4.215179105421640e-002	7.332592e-003
4.215236148379375e-002	8.765150e-003
4.215282428451417e-002	1.064343e-002
4.215316292026472e-002	1.293042e-002
4.215341896253833e-002	1.580121e-002
4.215362576167792e-002	1.964203e-002
4.215380083157072e-002	2.507803e-002
4.215395280025547e-002	3.309696e-002
4.215408800018849e-002	4.541210e-002
4.215421291766219e-002	6.526643e-002
4.215433529921597e-002	9.940482e-002
4.215446710969317e-002	1.610353e-001
4.215459923735665e-002	2.573553e-001
4.215478067553491e-002	4.366176e-001
4.215497023416148e-002	6.569230e-001
4.215519858051664e-002	9.415174e-001
4.215548457401752e-002	1.305007e+000
4.215604767799519e-002	2.022893e+000
4.215661655891978e-002	2.745085e+000
4.215675877915004e-002	2.918417e+000
4.215704321961056e-002	3.231198e+000
4.215710869567246e-002	3.279754e+000
4.215713777188057e-002	3.289118e+000
4.215715493590366e-002	3.291631e+000
4.215717685134734e-002	3.293551e+000
4.215719799939066e-002	3.294792e+000
4.215722013418954e-002	3.295654e+000
4.215724767462703e-002	3.296376e+000
4.215727913011946e-002	3.296924e+000
4.215732691291407e-002	3.297460e+000
4.215737552327425e-002	3.297800e+000
4.215747274399462e-002	3.298191e+000
4.215757919032726e-002	3.298432e+000
4.215779208298898e-002	3.298664e+000
4.215812209244163e-002	3.298832e+000
4.215878211134694e-002	3.298960e+000
4.216010214915755e-002	3.299048e+000
4.216274222477523e-002	3.299099e+000
4.217858267848840e-002	3.299137e+000
4.219970328343692e-002	3.299140e+000
6.378496154092161e-002	3.299139e+000
8.541246100830335e-002	3.299139e+000
1.254124610083025e-001	3.299140e+000
1.654124610083017e-001	3.299140e+000
2.054124610083008e-001	3.299140e+000
2.454124610082999e-001	3.299141e+000
2.854124610082991e-001	3.299141e+000
3.254124610082982e-001	3.299141e+000
4.054124610082965e-001	3.299141e+000
4.854124610082948e-001	3.299138e+000
5.254124610082940e-001	3.299100e+000
5.654124610082931e-001	3.298976e+000
5.660374610082926e-001	3.298897e+000
5.672874610082914e-001	3.298498e+000
5.673265235082923e-001	3.298424e+000
5.674046485082940e-001	3.298059e+000
5.674241797582944e-001	3.297864e+000
5.674290625707954e-001	3.297772e+000
5.674388281957938e-001	3.297523e+000
5.674412696020426e-001	3.297439e+000
5.674461524145436e-001	3.297158e+000
5.674533896264897e-001	3.296503e+000
5.674547120479225e-001	3.296270e+000
5.674573568907881e-001	3.295548e+000
5.674580181015045e-001	3.295269e+000
5.674593405229373e-001	3.294475e+000
5.674596711282973e-001	3.294196e+000
5.674603323390137e-001	3.293380e+000
5.674610633341466e-001	3.292038e+000
5.674615720099894e-001	3.290531e+000
5.674619316522644e-001	3.288797e+000
5.674622142102734e-001	3.286623e+000
5.674624481594748e-001	3.283745e+000
5.674626481787044e-001	3.279694e+000
5.674628307752769e-001	3.273403e+000
5.674629878087956e-001	3.263921e+000
5.674631245940560e-001	3.249261e+000
5.674632485769848e-001	3.225711e+000
5.674633713995867e-001	3.185120e+000
5.674635015140339e-001	3.114492e+000
5.674636425990158e-001	2.998823e+000
5.674638658314386e-001	2.761096e+000
5.674640932434407e-001	2.487114e+000
5.674643386109679e-001	2.177279e+000
5.674647159669632e-001	1.696364e+000
5.674654706789539e-001	7.369301e-001
5.674658117819220e-001	3.086990e-001
5.674658752775450e-001	2.326734e-001
5.674660022687910e-001	9.288507e-002
5.674660544298078e-001	4.547414e-002
5.674660856426641e-001	2.680557e-002
5.674661263456038e-001	1.260813e-002
5.674661409870083e-001	9.654487e-003
5.674661578735396e-001	7.734701e-003
5.674661785257271e-001	6.144078e-003
5.674662036759450e-001	4.862875e-003
5.674662302169153e-001	3.994762e-003
5.674662683449299e-001	3.210985e-003
5.674663093491326e-001	2.686726e-003
5.674663722634037e-001	2.207126e-003
5.674664435031360e-001	1.885861e-003
5.674665576670677e-001	1.597245e-003
5.674666948224854e-001	1.404466e-003
5.674669248797102e-001	1.235933e-003
5.674672192433370e-001	1.124775e-003
5.674677414894802e-001	1.032990e-003
5.674686127773612e-001	9.660699e-004
5.674703553531266e-001	9.164659e-004
5.674738405046540e-001	8.845452e-004
5.674808108077087e-001	8.680749e-004
5.674947514138218e-001	8.620662e-004
6.245675928364136e-001	8.605259e-004
6.645675928364128e-001	8.601199e-004
7.045675928364119e-001	8.597442e-004
7.445675928364111e-001	8.593985e-004
7.845675928364102e-001	8.590813e-004
8.245675928364094e-001	8.587942e-004
8.645675928364085e-001	8.585504e-004
9.045675928364076e-001	8.584075e-004
9.445675928364068e-001	8.585749e-004
9.845675928364059e-001	8.598202e-004
1.024567592836405e+000	8.652632e-004
1.064567592836404e+000	8.783839e-004
1.079567592836405e+000	8.999576e-004
1.087067592836405e+000	9.382288e-004
1.088317592836404e+000	9.552230e-004
1.090817592836405e+000	1.020423e-003
1.091442592836405e+000	1.137567e-003
1.092692592836404e+000	1.735651e-003
1.092731655336404e+000	1.849200e-003
1.092741420961403e+000	1.918818e-003
1.092760952211403e+000	2.117987e-003
1.092765835023904e+000	2.193940e-003
1.092775600648903e+000	2.405082e-003
1.092778042055151e+000	2.477657e-003
1.092782924867652e+000	2.736164e-003
1.092792690492651e+000	3.547834e-003
1.092793966715306e+000	3.758885e-003
1.092796519160615e+000	4.430423e-003
1.092797157271942e+000	4.684834e-003
1.092798433494597e+000	5.389186e-003
1.092798752550259e+000	5.627645e-003
1.092799390661586e+000	6.318748e-003
1.092800206671750e+000	7.637608e-003
1.092800783106416e+000	9.130871e-003
1.092801148222780e+000	1.069057e-002
1.092801465564602e+000	1.287440e-002
1.092801719097402e+000	1.569431e-002
1.092801930622763e+000	1.957429e-002
1.092802108700028e+000	2.505340e-002
1.092802261838784e+000	3.309497e-002
1.092802397283236e+000	4.539908e-002
1.092802522205041e+000	6.521152e-002
1.092802644552176e+000	9.927496e-002
1.092802776450270e+000	1.608395e-001
1.092802908497376e+000	2.569700e-001
1.092803089660887e+000	4.358116e-001
1.092803279094646e+000	6.558829e-001
1.092803507349387e+000	9.403206e-001
1.092803792789706e+000	1.303094e+000
1.092804354162539e+000	2.018739e+000
1.092804933481002e+000	2.751621e+000
1.092805210431560e+000	3.087713e+000
1.092805353366483e+000	3.238361e+000
1.092805405505072e+000	3.275754e+000
1.092805434796894e+000	3.286619e+000
1.092805453381427e+000	3.290215e+000
1.092805471032133e+000	3.292297e+000
1.092805491471207e+000	3.293884e+000
1.092805515866438e+000	3.295113e+000
1.092805545899658e+000	3.296091e+000
1.092805576479940e+000	3.296724e+000
1.092805624034178e+000	3.297335e+000
1.092805674049483e+000	3.297727e+000
1.092805767823062e+000	3.298151e+000
1.092805854166649e+000	3.298375e+000
1.092806026853818e+000	3.298611e+000
1.092806231257992e+000	3.298759e+000
1.092806640066339e+000	3.298893e+000
1.092807351404705e+000	3.298992e+000
1.092808774081437e+000	3.299062e+000
1.092811619434901e+000	3.299105e+000
1.092817310141832e+000	3.299128e+000
1.092828691555695e+000	3.299137e+000
1.092851454383418e+000	3.299140e+000
1.116115064317313e+000	3.299139e+000
1.139424199906653e+000	3.299139e+000
1.179424199906652e+000	3.299140e+000
1.219424199906651e+000	3.299140e+000
1.259424199906650e+000	3.299140e+000
1.299424199906650e+000	3.299141e+000
1.339424199906649e+000	3.299141e+000
1.419424199906647e+000	3.299142e+000
1.499424199906645e+000	3.299141e+000
1.539424199906645e+000	3.299137e+000
1.579424199906644e+000	3.299128e+000
1.594424199906644e+000	3.299108e+000
1.614658574906645e+000	3.299033e+000
1.615596074906645e+000	3.299005e+000
1.616846074906643e+000	3.298938e+000
1.617158574906643e+000	3.298896e+000
1.617783574906643e+000	3.298717e+000
1.617939824906642e+000	3.298615e+000
1.617978887406643e+000	3.298559e+000
